,title,genre,running_time,screening_rat,director,dir_movies,main_role_movies,rating
255,오베라는 남자,드라마,116분,12세 관람가,하네스 홀름,10개,20개,평점 중앙값 이상의 작품
256,프레데터,액션,105분,청소년 관람불가,존 맥티어난,13개,65개,평점 중앙값 이상의 작품
257,크루엘라,드라마,133분,12세 관람가,크레이그 질레스피,9개,28개,평점 중앙값 이상의 작품
258,그린 마일,범죄,188분,청소년 관람불가,프랭크 다라본트,19개,98개,평점 중앙값 이상의 작품
259,스팅,코미디,129분,15세 관람가,조지 로이 힐,14개,74개,평점 중앙값 이상의 작품
260,"내 어깨 위 고양이, 밥",드라마,103분,12세 관람가,로저 스포티스우드,33개,20개,평점 중앙값 이상의 작품
261,대부 2,범죄,200분,청소년 관람불가,프란시스 포드 코폴라,85개,65개,평점 중앙값 이상의 작품
262,스파이더맨: 뉴 유니버스,애니메이션,117분,12세 관람가,밥 퍼시케티,3개,6개,평점 중앙값 이상의 작품
263,스쿨 오브 락,코미디,109분,12세 관람가,리처드 링클레이터,30개,70개,평점 중앙값 이상의 작품
264,어느 가족,드라마,121분,15세 관람가,고레에다 히로카즈,31개,48개,평점 중앙값 이상의 작품
265,서유기 - 월광보합,코미디,88분,15세 관람가,유진위,40개,72개,평점 중앙값 이상의 작품
266,라디오 스타,코미디,115분,12세 관람가,이준익,32개,46개,평점 중앙값 이상의 작품
267,어메이징 메리,드라마,101분,12세 관람가,마크 웹,5개,36개,평점 중앙값 이상의 작품
268,눈의 여왕4,애니메이션,87분,전체 관람가,로버트 렌스,1개,68개,평점 중앙값 이상의 작품
269,타짜,범죄,139분,청소년 관람불가,최동훈,19개,23개,평점 중앙값 이상의 작품
270,대부 3,범죄,171분,청소년 관람불가,프란시스 포드 코폴라,85개,65개,평점 중앙값 이상의 작품
271,과속스캔들,코미디,108분,12세 관람가,강형철,7개,55개,평점 중앙값 이상의 작품
272,내 사랑,드라마,115분,12세 관람가,에이슬링 월쉬,7개,36개,평점 중앙값 이상의 작품
273,시간을 달리는 소녀,애니메이션,97분,전체 관람가,호소다 마모루,11개,36개,평점 중앙값 이상의 작품
274,혹성탈출,SF,100분,15세 관람가,프랭클린 J. 샤프너,18개,80개,평점 중앙값 이상의 작품
275,해피 투게더,드라마,97분,15세 관람가,왕가위,37개,66개,평점 중앙값 이상의 작품
276,공공의 적,범죄,138분,청소년 관람불가,강우석,81개,48개,평점 중앙값 이상의 작품
277,바이올렛 에버가든 - 영원과 자동 수기 인형 -,애니메이션,91분,상영등급 정보 없음,후지타 하루카,1개,연기자 없음,평점 중앙값 이상의 작품
278,스타 이즈 본,드라마,135분,15세 관람가,브래들리 쿠퍼,54개,54개,평점 중앙값 이상의 작품
279,파수꾼,드라마,117분,15세 관람가,윤성현,8개,32개,평점 중앙값 이상의 작품
280,"서서평, 천천히 평온하게",다큐멘터리,78분,전체 관람가,홍주연,1개,51개,평점 중앙값 이상의 작품
281,인어 공주,애니메이션,83분,전체 관람가,존 머스커,9개,56개,평점 중앙값 이상의 작품
282,기적,드라마,117분,12세 관람가,이장훈,2개,43개,평점 중앙값 이상의 작품
283,네고시에이터,액션,139분,15세 관람가,F. 게리 그레이,13개,151개,평점 중앙값 이상의 작품
284,눈길,드라마,121분,15세 관람가,이나정,7개,117개,평점 중앙값 이상의 작품
285,영웅본색,액션,94분,15세 관람가,오우삼,66개,92개,평점 중앙값 이상의 작품
286,"불량소녀, 너를 응원해!",드라마,117분,12세 관람가,도이 노부히로,24개,37개,평점 중앙값 이상의 작품
287,뻐꾸기 둥지 위로 날아간 새,드라마,129분,15세 관람가,밀로스 포먼,29개,57개,평점 중앙값 이상의 작품
288,킹 오브 프리즘,드라마,60분,12세 관람가,히시다 마사카즈,11개,28개,평점 중앙값 이상의 작품
289,어바웃 타임,멜로/로맨스,123분,15세 관람가,리차드 커티스,28개,35개,평점 중앙값 이상의 작품
290,헤드윅,드라마,91분,15세 관람가,존 카메론 미첼,15개,15개,평점 중앙값 이상의 작품
291,톰보이,드라마,82분,12세 관람가,셀린 시아마,9개,1개,평점 중앙값 이상의 작품
292,뽀로로 극장판 공룡섬 대모험,애니메이션,79분,전체 관람가,김현호,4개,24개,평점 중앙값 이상의 작품
293,플래툰,전쟁,120분,15세 관람가,올리버 스톤,57개,77개,평점 중앙값 이상의 작품
294,모아나,애니메이션,113분,전체 관람가,론 클레멘츠,10개,4개,평점 중앙값 이상의 작품
295,체인질링,드라마,141분,청소년 관람불가,클린트 이스트우드,93개,56개,평점 중앙값 이상의 작품
296,코치 카터,드라마,136분,15세 관람가,토머스 카터,19개,151개,평점 중앙값 이상의 작품
297,흑집사 : 북 오브 더 아틀란틱,애니메이션,100분,15세 관람가,아베 노리유키,13개,40개,평점 중앙값 이상의 작품
298,마틸다,코미디,98분,전체 관람가,대니 드비토,104개,6개,평점 중앙값 이상의 작품
299,제리 맥과이어,드라마,138분,15세 관람가,카메론 크로우,14개,66개,평점 중앙값 이상의 작품
300,JFK,범죄,189분,15세 관람가,올리버 스톤,57개,59개,평점 중앙값 이상의 작품
301,오아시스,드라마,132분,청소년 관람불가,이창동,16개,48개,평점 중앙값 이상의 작품
302,어 퓨 굿 맨,범죄,137분,15세 관람가,로브 라이너,41개,66개,평점 중앙값 이상의 작품
303,그래도 내가 하지 않았어,드라마,143분,NR,수오 마사유키,13개,75개,평점 중앙값 이상의 작품
304,사랑의 블랙홀,멜로/로맨스,101분,15세 관람가,해롤드 래미스,35개,73개,평점 중앙값 이상의 작품
305,일 포스티노,드라마,114분,15세 관람가,마이클 래드포드,13개,57개,평점 중앙값 이상의 작품
306,하이 스피드! ?프리! 스타팅 데이즈,애니메이션,111분,전체 관람가,타케모토 야스히로,9개,20개,평점 중앙값 이상의 작품
307,바울,드라마,107분,15세 관람가,앤드류 하얏트,5개,44개,평점 중앙값 이상의 작품
308,식코,다큐멘터리,120분,12세 관람가,마이클 무어,25개,25개,평점 중앙값 이상의 작품
309,도망자,액션,130분,15세 관람가,앤드루 데이비스,23개,75개,평점 중앙값 이상의 작품
310,아이,드라마,113분,15세 관람가,김현탁,2개,29개,평점 중앙값 이상의 작품
311,대부,범죄,175분,청소년 관람불가,프란시스 포드 코폴라,85개,44개,평점 중앙값 이상의 작품
312,하이큐!! 재능과 센스,애니메이션,89분,상영등급 정보 없음,미츠나카 스스무,8개,연기자 없음,평점 중앙값 이상의 작품
313,가디언즈,애니메이션,97분,전체 관람가,피터 램지,3개,36개,평점 중앙값 이상의 작품
314,귀향,드라마,127분,15세 관람가,조정래,7개,2개,평점 중앙값 이상의 작품
315,파 앤드 어웨이,드라마,140분,청소년 관람불가,론 하워드,82개,66개,평점 중앙값 이상의 작품
316,마스크,코미디,97분,15세 관람가,척 러셀,17개,48개,평점 중앙값 이상의 작품
317,트와이스랜드,다큐멘터리,109분,상영등급 정보 없음,나연,1개,연기자 없음,평점 중앙값 이상의 작품
318,조조 래빗,코미디,108분,12세 관람가,타이카 와이티티,16개,60개,평점 중앙값 이상의 작품
319,분노의 역류,드라마,132분,15세 관람가,론 하워드,82개,71개,평점 중앙값 이상의 작품
320,이집트 왕자,애니메이션,99분,전체 관람가,브렌다 채프먼,4개,58개,평점 중앙값 이상의 작품
321,비상,다큐멘터리,100분,전체 관람가,임유철,5개,31개,평점 중앙값 이상의 작품
322,극장판 공룡메카드: 타이니소어의 섬,애니메이션,70분,전체 관람가,최신규,5개,65개,평점 중앙값 이상의 작품
323,길버트 그레이프,드라마,118분,12세 관람가,라세 할스트롬,25개,81개,평점 중앙값 이상의 작품
324,코렐라인: 비밀의 문,애니메이션,100분,전체 관람가,헨리 셀릭,7개,52개,평점 중앙값 이상의 작품
325,칠곡 가시나들,다큐멘터리,100분,전체 관람가,김재환,6개,1개,평점 중앙값 이상의 작품
326,아름다운 세상을 위하여,드라마,122분,12세 관람가,미미 레더,14개,77개,평점 중앙값 이상의 작품
327,귀를 기울이면,애니메이션,111분,전체 관람가,콘도 요시후미,2개,10개,평점 중앙값 이상의 작품
328,에너미 오브 스테이트,액션,131분,15세 관람가,토니 스콧,47개,50개,평점 중앙값 이상의 작품
329,범죄도시,액션,121분,청소년 관람불가,강윤성,6개,72개,평점 중앙값 이상의 작품
330,설리: 허드슨강의 기적,드라마,96분,12세 관람가,클린트 이스트우드,93개,98개,평점 중앙값 이상의 작품
331,러브 어페어,멜로/로맨스,108분,15세 관람가,글렌 고든 카슨,8개,25개,평점 중앙값 이상의 작품
332,즐거운 인생,코미디,112분,전체 관람가,이준익,32개,55개,평점 중앙값 이상의 작품
333,블러드 다이아몬드,모험,142분,청소년 관람불가,에드워드 즈윅,25개,58개,평점 중앙값 이상의 작품
334,오즈의 마법사,가족,112분,전체 관람가,빅터 플레밍,13개,38개,평점 중앙값 이상의 작품
335,할머니는 일학년,드라마,103분,전체 관람가,진광교,5개,33개,평점 중앙값 이상의 작품
336,취권,코미디,107분,12세 관람가,원화평,78개,151개,평점 중앙값 이상의 작품
337,첨밀밀,멜로/로맨스,118분,15세 관람가,진가신,47개,58개,평점 중앙값 이상의 작품
338,국가대표,드라마,137분,12세 관람가,김용화,10개,51개,평점 중앙값 이상의 작품
339,말모이,드라마,135분,12세 관람가,엄유나,2개,65개,평점 중앙값 이상의 작품
340,쉘 위 댄스,코미디,136분,전체 관람가,수오 마사유키,13개,69개,평점 중앙값 이상의 작품
341,오직 그대만,멜로/로맨스,105분,15세 관람가,송일곤,16개,35개,평점 중앙값 이상의 작품
342,트윈스터즈,다큐멘터리,89분,12세 관람가,사만다 푸터먼,9개,9개,평점 중앙값 이상의 작품
343,후크,가족,144분,12세 관람가,스티븐 스필버그,145개,67개,평점 중앙값 이상의 작품
344,스텝 업 3D,드라마,107분,12세 관람가,존 추,18개,8개,평점 중앙값 이상의 작품
345,클릭,코미디,107분,12세 관람가,프랭크 코라치,12개,77개,평점 중앙값 이상의 작품
346,그해 여름,멜로/로맨스,121분,12세 관람가,조근식,15개,69개,평점 중앙값 이상의 작품
347,스트레인저 - 무황인담,액션,103분,15세 관람가,안도 마사히로,6개,11개,평점 중앙값 이상의 작품
348,스피드,액션,115분,15세 관람가,쟝 드봉,31개,83개,평점 중앙값 이상의 작품
349,혐오스런 마츠코의 일생,코미디,129분,15세 관람가,나카시마 테츠야,10개,50개,평점 중앙값 이상의 작품
350,짱구는 못말려 극장판: 태풍을 부르는 노래하는 엉덩이 폭탄!,가족,102분,전체 관람가,무토 유지,6개,57개,평점 중앙값 이상의 작품
351,봄날은 간다,드라마,106분,15세 관람가,허진호,24개,44개,평점 중앙값 이상의 작품
352,패딩턴 2,코미디,104분,전체 관람가,폴 킹,3개,37개,평점 중앙값 이상의 작품
353,내겐 너무 소중한 너,드라마,100분,12세 관람가,이창원,7개,33개,평점 중앙값 이상의 작품
354,스틸 라이프,드라마,93분,12세 관람가,우베르토 파솔리니,10개,73개,평점 중앙값 이상의 작품
355,겨울왕국,애니메이션,108분,전체 관람가,크리스 벅,8개,58개,평점 중앙값 이상의 작품
356,러브레터,드라마,117분,전체 관람가,이와이 슌지,32개,19개,평점 중앙값 이상의 작품
357,우드잡,코미디,116분,12세 관람가,야구치 시노부,17개,67개,평점 중앙값 이상의 작품
358,보물성,SF,95분,전체 관람가,론 클레멘츠,10개,30개,평점 중앙값 이상의 작품
359,미션 임파서블: 폴아웃,액션,147분,15세 관람가,크리스토퍼 맥쿼리,17개,66개,평점 중앙값 이상의 작품
360,와이키키 브라더스,드라마,109분,청소년 관람불가,임순례,25개,25개,평점 중앙값 이상의 작품
361,늑대아이,애니메이션,117분,전체 관람가,호소다 마모루,11개,56개,평점 중앙값 이상의 작품
362,터미네이터 2:오리지널,SF,137분,15세 관람가,제임스 카메론,43개,65개,평점 중앙값 이상의 작품
363,철가방 우수氏,드라마,100분,12세 관람가,윤학렬,14개,49개,평점 중앙값 이상의 작품
364,짱구는 못말려 극장판: 정면승부! 로봇아빠의 역습,애니메이션,97분,전체 관람가,타카하시 와타루,5개,57개,평점 중앙값 이상의 작품
365,아는 여자,코미디,107분,15세 관람가,장진,33개,44개,평점 중앙값 이상의 작품
366,나 홀로 집에,모험,105분,전체 관람가,크리스 콜럼버스,38개,19개,평점 중앙값 이상의 작품
367,월-E,애니메이션,104분,전체 관람가,앤드류 스탠튼,20개,11개,평점 중앙값 이상의 작품
368,보헤미안 랩소디,드라마,134분,12세 관람가,브라이언 싱어,25개,23개,평점 중앙값 이상의 작품
369,빽 투 더 퓨쳐,SF,120분,12세 관람가,로버트 저메키스,46개,49개,평점 중앙값 이상의 작품
370,사운드 오브 뮤직,멜로/로맨스,172분,전체 관람가,로버트 와이즈,51개,38개,평점 중앙값 이상의 작품
